"GHO","PUBLISHSTATE","YEAR","REGION","WORLDBANKINCOMEGROUP","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"NCD_BMI_30A","PUBLISHED","1976","EMR","","YEARS18-PLUS","FMLE","9.3 [6.2-13.0]","9.30000","6.20000","13.00000",""
"NCD_BMI_30A","PUBLISHED","1990","EUR","","YEARS18-PLUS","MLE","10.8 [9.5-12.1]","10.80000","9.50000","12.10000",""
"NCD_BMI_30A","PUBLISHED","2009","EUR","","YEARS18-PLUS","FMLE","22.2 [20.7-23.7]","22.20000","20.70000","23.70000",""
"NCD_BMI_30A","PUBLISHED","2010","EUR","","YEARS18-PLUS","BTSX","20.8 [19.7-21.9]","20.80000","19.70000","21.90000",""
"NCD_BMI_30A","PUBLISHED","1979","EUR","","YEARS18-PLUS","MLE","7.4 [5.9-9.2]","7.40000","5.90000","9.20000",""
"NCD_BMI_30A","PUBLISHED","2005","AFR","","YEARS18-PLUS","MLE","3.3 [2.8-3.9]","3.30000","2.80000","3.90000",""
"NCD_BMI_30A","PUBLISHED","1978","EMR","","YEARS18-PLUS","MLE","3.1 [1.9-4.7]","3.10000","1.90000","4.70000",""
"NCD_BMI_30A","PUBLISHED","1995","WPR","","YEARS18-PLUS","MLE","1.5 [1.2-1.8]","1.50000","1.20000","1.80000",""
"NCD_BMI_30A","PUBLISHED","1995","GLOBAL","","YEARS18-PLUS","FMLE","9.4 [8.8-10.0]","9.40000","8.80000","10.00000",""
"NCD_BMI_30A","PUBLISHED","1978","EUR","","YEARS18-PLUS","BTSX","10.7 [9.1-12.5]","10.70000","9.10000","12.50000",""
"NCD_BMI_30A","PUBLISHED","2011","SEAR","","YEARS18-PLUS","BTSX","3.6 [3.1-4.1]","3.60000","3.10000","4.10000",""
"NCD_BMI_30A","PUBLISHED","1994","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","7.5 [7.1-7.9]","7.50000","7.10000","7.90000",""
"NCD_BMI_30A","PUBLISHED","2003","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","11.3 [10.8-11.8]","11.30000","10.80000","11.80000",""
"NCD_BMI_30A","PUBLISHED","1977","GLOBAL","","YEARS18-PLUS","MLE","3.4 [2.6-4.3]","3.40000","2.60000","4.30000",""
"NCD_BMI_30A","PUBLISHED","1996","GLOBAL","","YEARS18-PLUS","FMLE","9.6 [9.1-10.2]","9.60000","9.10000","10.20000",""
"NCD_BMI_30A","PUBLISHED","1975","AMR","","YEARS18-PLUS","FMLE","11.5 [8.9-14.5]","11.50000","8.90000","14.50000",""
"NCD_BMI_30A","PUBLISHED","2014","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","10.4 [9.6-11.3]","10.40000","9.60000","11.30000",""
"NCD_BMI_30A","PUBLISHED","1993","AFR","","YEARS18-PLUS","BTSX","4.4 [3.9-5.0]","4.40000","3.90000","5.00000",""
"NCD_BMI_30A","PUBLISHED","1980","SEAR","","YEARS18-PLUS","MLE","0.3 [0.1-0.4]","0.30000","0.10000","0.40000",""
"NCD_BMI_30A","PUBLISHED","1983","WPR","","YEARS18-PLUS","BTSX","1.1 [0.9-1.4]","1.10000","0.90000","1.40000",""
"NCD_BMI_30A","PUBLISHED","1994","GLOBAL","","YEARS18-PLUS","MLE","5.6 [5.1-6.1]","5.60000","5.10000","6.10000",""
"NCD_BMI_30A","PUBLISHED","2009","EMR","","YEARS18-PLUS","BTSX","17.1 [16.0-18.3]","17.10000","16.00000","18.30000",""
"NCD_BMI_30A","PUBLISHED","1982","WPR","","YEARS18-PLUS","FMLE","1.4 [1.1-1.9]","1.40000","1.10000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1993","GLOBAL","","YEARS18-PLUS","FMLE","9.1 [8.5-9.8]","9.10000","8.50000","9.80000",""
"NCD_BMI_30A","PUBLISHED","2006","AFR","","YEARS18-PLUS","FMLE","11.4 [10.4-12.4]","11.40000","10.40000","12.40000",""
"NCD_BMI_30A","PUBLISHED","2008","EMR","","YEARS18-PLUS","FMLE","21.8 [20.2-23.6]","21.80000","20.20000","23.60000",""
"NCD_BMI_30A","PUBLISHED","1981","SEAR","","YEARS18-PLUS","FMLE","0.9 [0.6-1.4]","0.90000","0.60000","1.40000",""
"NCD_BMI_30A","PUBLISHED","2007","AMR","","YEARS18-PLUS","FMLE","26.4 [24.7-28.1]","26.40000","24.70000","28.10000",""
"NCD_BMI_30A","PUBLISHED","2001","GLOBAL","","YEARS18-PLUS","MLE","6.9 [6.4-7.3]","6.90000","6.40000","7.30000",""
"NCD_BMI_30A","PUBLISHED","1983","AMR","","YEARS18-PLUS","BTSX","12.2 [10.7-13.8]","12.20000","10.70000","13.80000",""
"NCD_BMI_30A","PUBLISHED","1998","SEAR","","YEARS18-PLUS","MLE","0.9 [0.7-1.2]","0.90000","0.70000","1.20000",""
"NCD_BMI_30A","PUBLISHED","2000","WPR","","YEARS18-PLUS","FMLE","3.3 [2.8-3.8]","3.30000","2.80000","3.80000",""
"NCD_BMI_30A","PUBLISHED","2013","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","12.1 [11.6-12.7]","12.10000","11.60000","12.70000",""
"NCD_BMI_30A","PUBLISHED","1997","EMR","","YEARS18-PLUS","FMLE","16.8 [15.1-18.6]","16.80000","15.10000","18.60000",""
"NCD_BMI_30A","PUBLISHED","1999","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","10.4 [9.9-10.9]","10.40000","9.90000","10.90000",""
"NCD_BMI_30A","PUBLISHED","1982","AMR","","YEARS18-PLUS","FMLE","14.1 [11.8-16.5]","14.10000","11.80000","16.50000",""
"NCD_BMI_30A","PUBLISHED","2012","SEAR","","YEARS18-PLUS","MLE","2.5 [1.9-3.2]","2.50000","1.90000","3.20000",""
"NCD_BMI_30A","PUBLISHED","2000","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","6.7 [6.2-7.1]","6.70000","6.20000","7.10000",""
"NCD_BMI_30A","PUBLISHED","1994","AMR","","YEARS18-PLUS","BTSX","17.1 [15.8-18.4]","17.10000","15.80000","18.40000",""
"NCD_BMI_30A","PUBLISHED","1995","AMR","","YEARS18-PLUS","MLE","14.8 [13.1-16.7]","14.80000","13.10000","16.70000",""
"NCD_BMI_30A","PUBLISHED","1981","AFR","","YEARS18-PLUS","FMLE","4.2 [3.1-5.5]","4.20000","3.10000","5.50000",""
"NCD_BMI_30A","PUBLISHED","1995","EMR","","YEARS18-PLUS","BTSX","11.4 [10.3-12.6]","11.40000","10.30000","12.60000",""
"NCD_BMI_30A","PUBLISHED","1996","EMR","","YEARS18-PLUS","MLE","7.3 [6.2-8.6]","7.30000","6.20000","8.60000",""
"NCD_BMI_30A","PUBLISHED","2013","WPR","","YEARS18-PLUS","MLE","5.0 [3.9-6.4]","5.00000","3.90000","6.40000",""
"NCD_BMI_30A","PUBLISHED","1980","AFR","","YEARS18-PLUS","MLE","0.7 [0.4-1.3]","0.70000","0.40000","1.30000",""
"NCD_BMI_30A","PUBLISHED","2000","SEAR","","YEARS18-PLUS","BTSX","1.9 [1.6-2.2]","1.90000","1.60000","2.20000",""
"NCD_BMI_30A","PUBLISHED","1997","EUR","","YEARS18-PLUS","MLE","13.3 [12.2-14.5]","13.30000","12.20000","14.50000",""
"NCD_BMI_30A","PUBLISHED","1992","AFR","","YEARS18-PLUS","FMLE","6.7 [5.7-7.7]","6.70000","5.70000","7.70000",""
"NCD_BMI_30A","PUBLISHED","2006","AMR","","YEARS18-PLUS","MLE","20.6 [18.9-22.4]","20.60000","18.90000","22.40000",""
"NCD_BMI_30A","PUBLISHED","1989","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","6.6 [6.2-7.1]","6.60000","6.20000","7.10000",""
"NCD_BMI_30A","PUBLISHED","1983","EMR","","YEARS18-PLUS","FMLE","11.6 [9.1-14.5]","11.60000","9.10000","14.50000",""
"NCD_BMI_30A","PUBLISHED","1998","EUR","","YEARS18-PLUS","FMLE","19.0 [17.8-20.3]","19.00000","17.80000","20.30000",""
"NCD_BMI_30A","PUBLISHED","2014","WPR","","YEARS18-PLUS","FMLE","6.2 [4.9-7.8]","6.20000","4.90000","7.80000",""
"NCD_BMI_30A","PUBLISHED","1999","SEAR","","YEARS18-PLUS","FMLE","2.6 [2.1-3.1]","2.60000","2.10000","3.10000",""
"NCD_BMI_30A","PUBLISHED","1985","EUR","","YEARS18-PLUS","BTSX","12.6 [11.4-14.0]","12.60000","11.40000","14.00000",""
"NCD_BMI_30A","PUBLISHED","1986","SEAR","","YEARS18-PLUS","BTSX","0.8 [0.6-1.1]","0.80000","0.60000","1.10000",""
"NCD_BMI_30A","PUBLISHED","2007","EMR","","YEARS18-PLUS","MLE","11.3 [10.1-12.7]","11.30000","10.10000","12.70000",""
"NCD_BMI_30A","PUBLISHED","1985","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","7.8 [7.0-8.6]","7.80000","7.00000","8.60000",""
"NCD_BMI_30A","PUBLISHED","2001","WPR","","YEARS18-PLUS","BTSX","2.8 [2.5-3.2]","2.80000","2.50000","3.20000",""
"NCD_BMI_30A","PUBLISHED","2011","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","9.5 [8.9-10.2]","9.50000","8.90000","10.20000",""
"NCD_BMI_30A","PUBLISHED","1984","EMR","","YEARS18-PLUS","BTSX","8.1 [6.7-9.7]","8.10000","6.70000","9.70000",""
"NCD_BMI_30A","PUBLISHED","1988","EMR","","YEARS18-PLUS","MLE","5.3 [4.1-6.7]","5.30000","4.10000","6.70000",""
"NCD_BMI_30A","PUBLISHED","1992","WPR","","YEARS18-PLUS","FMLE","2.3 [1.9-2.7]","2.30000","1.90000","2.70000",""
"NCD_BMI_30A","PUBLISHED","2007","AMR","","YEARS18-PLUS","MLE","21.1 [19.4-22.9]","21.10000","19.40000","22.90000",""
"NCD_BMI_30A","PUBLISHED","1977","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","6.6 [5.5-7.7]","6.60000","5.50000","7.70000",""
"NCD_BMI_30A","PUBLISHED","1981","SEAR","","YEARS18-PLUS","MLE","0.3 [0.1-0.5]","0.30000","0.10000","0.50000",""
"NCD_BMI_30A","PUBLISHED","1994","AFR","","YEARS18-PLUS","BTSX","4.6 [4.1-5.2]","4.60000","4.10000","5.20000",""
"NCD_BMI_30A","PUBLISHED","2010","EMR","","YEARS18-PLUS","BTSX","17.7 [16.6-19.0]","17.70000","16.60000","19.00000",""
"NCD_BMI_30A","PUBLISHED","2005","SEAR","","YEARS18-PLUS","FMLE","3.6 [3.0-4.2]","3.60000","3.00000","4.20000",""
"NCD_BMI_30A","PUBLISHED","2016","WPR","","YEARS18-PLUS","BTSX","6.4 [5.2-7.7]","6.40000","5.20000","7.70000",""
"NCD_BMI_30A","PUBLISHED","2015","AFR","","YEARS18-PLUS","MLE","5.3 [4.4-6.4]","5.30000","4.40000","6.40000",""
"NCD_BMI_30A","PUBLISHED","2006","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","12.1 [11.5-12.6]","12.10000","11.50000","12.60000",""
"NCD_BMI_30A","PUBLISHED","2000","EUR","","YEARS18-PLUS","BTSX","17.2 [16.4-18.0]","17.20000","16.40000","18.00000",""
"NCD_BMI_30A","PUBLISHED","1994","GLOBAL","","YEARS18-PLUS","FMLE","9.3 [8.7-9.9]","9.30000","8.70000","9.90000",""
"NCD_BMI_30A","PUBLISHED","2004","SEAR","","YEARS18-PLUS","MLE","1.4 [1.1-1.8]","1.40000","1.10000","1.80000",""
"NCD_BMI_30A","PUBLISHED","2007","AFR","","YEARS18-PLUS","FMLE","11.7 [10.7-12.8]","11.70000","10.70000","12.80000",""
"NCD_BMI_30A","PUBLISHED","2001","SEAR","","YEARS18-PLUS","BTSX","2.0 [1.8-2.3]","2.00000","1.80000","2.30000",""
"NCD_BMI_30A","PUBLISHED","1984","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","MLE","3.9 [3.4-4.6]","3.90000","3.40000","4.60000",""
"NCD_BMI_30A","PUBLISHED","2000","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","8.7 [8.4-9.0]","8.70000","8.40000","9.00000",""
"NCD_BMI_30A","PUBLISHED","2003","AFR","","YEARS18-PLUS","BTSX","6.7 [6.2-7.3]","6.70000","6.20000","7.30000",""
"NCD_BMI_30A","PUBLISHED","2005","WPR","","YEARS18-PLUS","MLE","2.9 [2.4-3.6]","2.90000","2.40000","3.60000",""
"NCD_BMI_30A","PUBLISHED","1989","EUR","","YEARS18-PLUS","MLE","10.4 [9.1-11.8]","10.40000","9.10000","11.80000",""
"NCD_BMI_30A","PUBLISHED","1977","EUR","","YEARS18-PLUS","BTSX","10.4 [8.8-12.3]","10.40000","8.80000","12.30000",""
"NCD_BMI_30A","PUBLISHED","2015","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","12.8 [12.1-13.5]","12.80000","12.10000","13.50000",""
"NCD_BMI_30A","PUBLISHED","2011","EUR","","YEARS18-PLUS","BTSX","21.2 [20.1-22.4]","21.20000","20.10000","22.40000",""
"NCD_BMI_30A","PUBLISHED","1980","EUR","","YEARS18-PLUS","MLE","7.7 [6.2-9.4]","7.70000","6.20000","9.40000",""
"NCD_BMI_30A","PUBLISHED","2006","AFR","","YEARS18-PLUS","MLE","3.5 [2.9-4.1]","3.50000","2.90000","4.10000",""
"NCD_BMI_30A","PUBLISHED","1995","AMR","","YEARS18-PLUS","BTSX","17.6 [16.3-18.9]","17.60000","16.30000","18.90000",""
"NCD_BMI_30A","PUBLISHED","1993","WPR","","YEARS18-PLUS","BTSX","1.8 [1.6-2.1]","1.80000","1.60000","2.10000",""
"NCD_BMI_30A","PUBLISHED","1994","WPR","","YEARS18-PLUS","MLE","1.4 [1.1-1.7]","1.40000","1.10000","1.70000",""
"NCD_BMI_30A","PUBLISHED","1989","EMR","","YEARS18-PLUS","FMLE","13.9 [11.7-16.3]","13.90000","11.70000","16.30000",""
"NCD_BMI_30A","PUBLISHED","1976","EMR","","YEARS18-PLUS","BTSX","6.0 [4.3-7.9]","6.00000","4.30000","7.90000",""
"NCD_BMI_30A","PUBLISHED","2013","SEAR","","YEARS18-PLUS","MLE","2.7 [2.1-3.4]","2.70000","2.10000","3.40000",""
"NCD_BMI_30A","PUBLISHED","1988","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","8.3 [7.5-9.0]","8.30000","7.50000","9.00000",""
"NCD_BMI_30A","PUBLISHED","2012","EUR","","YEARS18-PLUS","MLE","19.9 [18.3-21.5]","19.90000","18.30000","21.50000",""
"NCD_BMI_30A","PUBLISHED","2016","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","15.1 [14.0-16.2]","15.10000","14.00000","16.20000",""
"NCD_BMI_30A","PUBLISHED","1992","SEAR","","YEARS18-PLUS","BTSX","1.2 [1.0-1.4]","1.20000","1.00000","1.40000",""
"NCD_BMI_30A","PUBLISHED","1979","SEAR","","YEARS18-PLUS","MLE","0.2 [0.1-0.4]","0.20000","0.10000","0.40000",""
"NCD_BMI_30A","PUBLISHED","2005","AMR","","YEARS18-PLUS","MLE","20.1 [18.4-21.9]","20.10000","18.40000","21.90000",""
"NCD_BMI_30A","PUBLISHED","2006","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","10.1 [9.8-10.5]","10.10000","9.80000","10.50000",""
"NCD_BMI_30A","PUBLISHED","1984","EMR","","YEARS18-PLUS","FMLE","12.0 [9.5-14.8]","12.00000","9.50000","14.80000",""
"NCD_BMI_30A","PUBLISHED","2009","SEAR","","YEARS18-PLUS","FMLE","4.4 [3.7-5.2]","4.40000","3.70000","5.20000",""
"NCD_BMI_30A","PUBLISHED","1992","AFR","","YEARS18-PLUS","BTSX","4.2 [3.7-4.8]","4.20000","3.70000","4.80000",""
"NCD_BMI_30A","PUBLISHED","2008","EMR","","YEARS18-PLUS","BTSX","16.7 [15.7-17.9]","16.70000","15.70000","17.90000",""
"NCD_BMI_30A","PUBLISHED","1982","WPR","","YEARS18-PLUS","BTSX","1.0 [0.8-1.3]","1.00000","0.80000","1.30000",""
"NCD_BMI_30A","PUBLISHED","2000","SEAR","","YEARS18-PLUS","FMLE","2.7 [2.3-3.3]","2.70000","2.30000","3.30000",""
"NCD_BMI_30A","PUBLISHED","1987","EUR","","YEARS18-PLUS","MLE","9.8 [8.4-11.2]","9.80000","8.40000","11.20000",""
"NCD_BMI_30A","PUBLISHED","2007","GLOBAL","","YEARS18-PLUS","FMLE","12.5 [11.8-13.3]","12.50000","11.80000","13.30000",""
"NCD_BMI_30A","PUBLISHED","1985","EMR","","YEARS18-PLUS","BTSX","8.4 [7.0-9.9]","8.40000","7.00000","9.90000",""
"NCD_BMI_30A","PUBLISHED","1984","AMR","","YEARS18-PLUS","BTSX","12.6 [11.2-14.1]","12.60000","11.20000","14.10000",""
"NCD_BMI_30A","PUBLISHED","2003","WPR","","YEARS18-PLUS","MLE","2.6 [2.1-3.1]","2.60000","2.10000","3.10000",""
"NCD_BMI_30A","PUBLISHED","1992","AMR","","YEARS18-PLUS","FMLE","18.6 [16.7-20.5]","18.60000","16.70000","20.50000",""
"NCD_BMI_30A","PUBLISHED","2008","EUR","","YEARS18-PLUS","FMLE","21.8 [20.4-23.3]","21.80000","20.40000","23.30000",""
"NCD_BMI_30A","PUBLISHED","2003","GLOBAL","","YEARS18-PLUS","MLE","7.3 [6.9-7.8]","7.30000","6.90000","7.80000",""
"NCD_BMI_30A","PUBLISHED","1975","EUR","","YEARS18-PLUS","BTSX","9.9 [8.2-11.9]","9.90000","8.20000","11.90000",""
"NCD_BMI_30A","PUBLISHED","2011","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","13.5 [12.8-14.2]","13.50000","12.80000","14.20000",""
"NCD_BMI_30A","PUBLISHED","2004","AFR","","YEARS18-PLUS","MLE","3.1 [2.6-3.7]","3.10000","2.60000","3.70000",""
"NCD_BMI_30A","PUBLISHED","1998","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","8.3 [7.9-8.6]","8.30000","7.90000","8.60000",""
"NCD_BMI_30A","PUBLISHED","1978","EUR","","YEARS18-PLUS","MLE","7.1 [5.6-9.0]","7.10000","5.60000","9.00000",""
"NCD_BMI_30A","PUBLISHED","1996","AMR","","YEARS18-PLUS","MLE","15.3 [13.6-17.2]","15.30000","13.60000","17.20000",""
"NCD_BMI_30A","PUBLISHED","1989","GLOBAL","","YEARS18-PLUS","FMLE","8.4 [7.7-9.2]","8.40000","7.70000","9.20000",""
"NCD_BMI_30A","PUBLISHED","2016","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","13.1 [12.4-13.9]","13.10000","12.40000","13.90000",""
"NCD_BMI_30A","PUBLISHED","2009","EUR","","YEARS18-PLUS","BTSX","20.4 [19.4-21.4]","20.40000","19.40000","21.40000",""
"NCD_BMI_30A","PUBLISHED","1993","AMR","","YEARS18-PLUS","BTSX","16.6 [15.3-17.9]","16.60000","15.30000","17.90000",""
"NCD_BMI_30A","PUBLISHED","1991","WPR","","YEARS18-PLUS","BTSX","1.7 [1.4-1.9]","1.70000","1.40000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1998","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","10.2 [9.6-10.7]","10.20000","9.60000","10.70000",""
"NCD_BMI_30A","PUBLISHED","1987","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","6.3 [5.8-6.8]","6.30000","5.80000","6.80000",""
"NCD_BMI_30A","PUBLISHED","1990","WPR","","YEARS18-PLUS","FMLE","2.1 [1.7-2.5]","2.10000","1.70000","2.50000",""
"NCD_BMI_30A","PUBLISHED","1997","EMR","","YEARS18-PLUS","MLE","7.6 [6.5-8.9]","7.60000","6.50000","8.90000",""
"NCD_BMI_30A","PUBLISHED","1981","AFR","","YEARS18-PLUS","MLE","0.8 [0.5-1.3]","0.80000","0.50000","1.30000",""
"NCD_BMI_30A","PUBLISHED","2007","SEAR","","YEARS18-PLUS","FMLE","3.9 [3.3-4.6]","3.90000","3.30000","4.60000",""
"NCD_BMI_30A","PUBLISHED","1986","WPR","","YEARS18-PLUS","BTSX","1.3 [1.1-1.5]","1.30000","1.10000","1.50000",""
"NCD_BMI_30A","PUBLISHED","1982","EMR","","YEARS18-PLUS","FMLE","11.3 [8.6-14.2]","11.30000","8.60000","14.20000",""
"NCD_BMI_30A","PUBLISHED","1998","WPR","","YEARS18-PLUS","MLE","1.8 [1.5-2.2]","1.80000","1.50000","2.20000",""
"NCD_BMI_30A","PUBLISHED","1992","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","7.1 [6.7-7.5]","7.10000","6.70000","7.50000",""
"NCD_BMI_30A","PUBLISHED","2013","AFR","","YEARS18-PLUS","MLE","4.9 [4.0-5.8]","4.90000","4.00000","5.80000",""
"NCD_BMI_30A","PUBLISHED","1998","SEAR","","YEARS18-PLUS","FMLE","2.5 [2.0-3.0]","2.50000","2.00000","3.00000",""
"NCD_BMI_30A","PUBLISHED","1983","EMR","","YEARS18-PLUS","BTSX","7.8 [6.3-9.3]","7.80000","6.30000","9.30000",""
"NCD_BMI_30A","PUBLISHED","1980","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.3 [4.7-5.9]","5.30000","4.70000","5.90000",""
"NCD_BMI_30A","PUBLISHED","2009","AFR","","YEARS18-PLUS","FMLE","12.5 [11.4-13.6]","12.50000","11.40000","13.60000",""
"NCD_BMI_30A","PUBLISHED","1999","SEAR","","YEARS18-PLUS","BTSX","1.8 [1.5-2.1]","1.80000","1.50000","2.10000",""
"NCD_BMI_30A","PUBLISHED","1984","GLOBAL","","YEARS18-PLUS","MLE","4.2 [3.5-4.9]","4.20000","3.50000","4.90000",""
"NCD_BMI_30A","PUBLISHED","1979","AFR","","YEARS18-PLUS","MLE","0.7 [0.4-1.3]","0.70000","0.40000","1.30000",""
"NCD_BMI_30A","PUBLISHED","1983","EUR","","YEARS18-PLUS","FMLE","15.0 [12.9-17.3]","15.00000","12.90000","17.30000",""
"NCD_BMI_30A","PUBLISHED","2006","EUR","","YEARS18-PLUS","FMLE","21.2 [19.9-22.6]","21.20000","19.90000","22.60000",""
"NCD_BMI_30A","PUBLISHED","2001","AFR","","YEARS18-PLUS","BTSX","6.2 [5.7-6.8]","6.20000","5.70000","6.80000",""
"NCD_BMI_30A","PUBLISHED","1999","WPR","","YEARS18-PLUS","FMLE","3.1 [2.6-3.7]","3.10000","2.60000","3.70000",""
"NCD_BMI_30A","PUBLISHED","1982","GLOBAL","","YEARS18-PLUS","MLE","3.9 [3.3-4.7]","3.90000","3.30000","4.70000",""
"NCD_BMI_30A","PUBLISHED","1975","SEAR","","YEARS18-PLUS","FMLE","0.6 [0.3-1.1]","0.60000","0.30000","1.10000",""
"NCD_BMI_30A","PUBLISHED","2001","AMR","","YEARS18-PLUS","FMLE","23.3 [21.7-25.0]","23.30000","21.70000","25.00000",""
"NCD_BMI_30A","PUBLISHED","2016","EMR","","YEARS18-PLUS","FMLE","26.0 [23.4-28.7]","26.00000","23.40000","28.70000",""
"NCD_BMI_30A","PUBLISHED","2011","SEAR","","YEARS18-PLUS","MLE","2.3 [1.8-2.9]","2.30000","1.80000","2.90000",""
"NCD_BMI_30A","PUBLISHED","1995","EMR","","YEARS18-PLUS","MLE","7.1 [5.9-8.4]","7.10000","5.90000","8.40000",""
"NCD_BMI_30A","PUBLISHED","2000","AFR","","YEARS18-PLUS","FMLE","9.2 [8.3-10.2]","9.20000","8.30000","10.20000",""
"NCD_BMI_30A","PUBLISHED","1990","EMR","","YEARS18-PLUS","MLE","5.8 [4.6-7.2]","5.80000","4.60000","7.20000",""
"NCD_BMI_30A","PUBLISHED","1999","AMR","","YEARS18-PLUS","FMLE","22.3 [20.6-24.0]","22.30000","20.60000","24.00000",""
"NCD_BMI_30A","PUBLISHED","1999","GLOBAL","","YEARS18-PLUS","FMLE","10.3 [9.7-10.8]","10.30000","9.70000","10.80000",""
"NCD_BMI_30A","PUBLISHED","1984","WPR","","YEARS18-PLUS","BTSX","1.2 [0.9-1.4]","1.20000","0.90000","1.40000",""
"NCD_BMI_30A","PUBLISHED","1991","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","7.0 [6.5-7.4]","7.00000","6.50000","7.40000",""
"NCD_BMI_30A","PUBLISHED","1991","EMR","","YEARS18-PLUS","FMLE","14.6 [12.5-16.8]","14.60000","12.50000","16.80000",""
"NCD_BMI_30A","PUBLISHED","1978","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","5.0 [4.4-5.7]","5.00000","4.40000","5.70000",""
"NCD_BMI_30A","PUBLISHED","2010","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","FMLE","13.2 [12.5-13.9]","13.20000","12.50000","13.90000",""
"NCD_BMI_30A","PUBLISHED","2002","EUR","","YEARS18-PLUS","BTSX","17.9 [17.1-18.7]","17.90000","17.10000","18.70000",""
"NCD_BMI_30A","PUBLISHED","2006","SEAR","","YEARS18-PLUS","MLE","1.7 [1.3-2.0]","1.70000","1.30000","2.00000",""
"NCD_BMI_30A","PUBLISHED","2003","SEAR","","YEARS18-PLUS","BTSX","2.3 [2.0-2.6]","2.30000","2.00000","2.60000",""
"NCD_BMI_30A","PUBLISHED","2004","GLOBAL","WB_WORLD_INCOME","YEARS18-PLUS","BTSX","9.6 [9.3-10.0]","9.60000","9.30000","10.00000",""
"NCD_BMI_30A","PUBLISHED","1997","WPR","","YEARS18-PLUS","FMLE","2.8 [2.4-3.4]","2.80000","2.40000","3.40000",""
"NCD_BMI_30A","PUBLISHED","1986","AMR","","YEARS18-PLUS","BTSX","13.4 [12.0-14.9]","13.40000","12.00000","14.90000",""
"NCD_BMI_30A","PUBLISHED","1981","EUR","","YEARS18-PLUS","FMLE","14.4 [12.1-16.9]","14.40000","12.10000","16.90000",""
"NCD_BMI_30A","PUBLISHED","2014","EUR","","YEARS18-PLUS","MLE","20.9 [19.0-22.8]","20.90000","19.00000","22.80000",""
"NCD_BMI_30A","PUBLISHED","1990","AMR","","YEARS18-PLUS","FMLE","17.6 [15.6-19.6]","17.60000","15.60000","19.60000",""
"NCD_BMI_30A","PUBLISHED","1975","AFR","","YEARS18-PLUS","FMLE","3.3 [2.2-4.8]","3.30000","2.20000","4.80000",""
"NCD_BMI_30A","PUBLISHED","1996","WPR","","YEARS18-PLUS","MLE","1.6 [1.3-1.9]","1.60000","1.30000","1.90000",""
"NCD_BMI_30A","PUBLISHED","1978","EMR","","YEARS18-PLUS","BTSX","6.4 [4.8-8.3]","6.40000","4.80000","8.30000",""
"NCD_BMI_30A","PUBLISHED","1998","AMR","","YEARS18-PLUS","MLE","16.4 [14.7-18.2]","16.40000","14.70000","18.20000",""
"NCD_BMI_30A","PUBLISHED","1994","SEAR","","YEARS18-PLUS","BTSX","1.3 [1.1-1.6]","1.30000","1.10000","1.60000",""
"NCD_BMI_30A","PUBLISHED","1988","WPR","","YEARS18-PLUS","FMLE","1.9 [1.5-2.3]","1.90000","1.50000","2.30000",""
"NCD_BMI_30A","PUBLISHED","2015","EUR","","YEARS18-PLUS","FMLE","24.1 [22.0-26.3]","24.10000","22.00000","26.30000",""
"NCD_BMI_30A","PUBLISHED","1998","AFR","","YEARS18-PLUS","FMLE","8.6 [7.6-9.5]","8.60000","7.60000","9.50000",""
